country,year,liters,value
Iugoslavia,2000,0,0
Líbano,2000,0,0
Luxemburgo,2000,0,0
Macedônia,2000,0,0
Marrocos,2000,0,0
México,2000,0,0
Moldávia,2000,0,0
Montenegro,2000,0,0
Noruega,2000,0,0
Nova Zelândia,2000,0,0
Paises Baixos (Holanda),2000,0,0
Panamá,2000,0,0
Peru,2000,0,0
Porto Rico,2000,0,0
Portugal,2000,5011051,13191073
Reino Unido,2000,0,0
Republica Dominicana,2000,0,0
Romênia,2000,0,0
Rússia,2000,0,0
San Marino,2000,0,0
Sérvia,2000,0,0
Síria,2000,0,0
Suíça,2000,0,0
"Tcheca, República",2000,0,0
Tunísia,2000,0,0
Turquia,2000,0,0
Ucrânia,2000,0,0
Uruguai,2000,1961733,3616134
Não consta na tabela,2000,0,0
Não declarados,2000,0,0
Outros,2000,73451,295205
Africa do Sul,2001,42661,99201
Alemanha,2001,909077,1169872
Argélia,2001,0,0
Arábia Saudita,2001,0,0
Argentina,2001,2585537,6196286
Armênia,2001,0,0
Austrália,2001,179310,636740
Áustria,2001,770,0
Bermudas,2001,0,0
Bélgica,2001,0,0
Bolívia,2001,0,0
Bósnia-Herzegovina,2001,0,0
Brasil,2001,0,0
Bulgária,2001,0,0
Canada,2001,0,0
Chile,2001,5160203,11122691
China,2001,0,0
"Coreia do Sul, República",2001,0,0
Croácia,2001,0,0
Emirados Árabes Unidos,2001,0,0
Eslovênia,2001,0,0
Eslováquia,2001,0,0
Espanha,2001,624644,2360928
Estados Unidos,2001,374590,1036201
França,2001,3118460,7968430
Geórgia,2001,0,0
"Geórgia do Sul e Sandwich do Sul, Ilhas",2001,0,0
Grécia,2001,0,0
Hong Kong,2001,0,0
Hungria,2001,0,0
Indonesia,2001,0,0
Irlanda,2001,0,0
Israel,2001,0,0
Itália,2001,8113437,15592191
Japão,2001,0,0
Iugoslavia,2001,0,0
Líbano,2001,0,0
Luxemburgo,2001,0,0
Macedônia,2001,0,0
Marrocos,2001,0,0
México,2001,0,0
Moldávia,2001,0,0
Montenegro,2001,0,0
Noruega,2001,0,0
Nova Zelândia,2001,0,0
Paises Baixos (Holanda),2001,0,0
Panamá,2001,0,0
Peru,2001,0,0
Porto Rico,2001,0,0
Portugal,2001,5225372,13988909
Reino Unido,2001,0,0
Republica Dominicana,2001,0,0
Romênia,2001,0,0
Rússia,2001,0,0
San Marino,2001,0,0
Sérvia,2001,0,0
Síria,2001,0,0
Suíça,2001,0,0
"Tcheca, República",2001,0,0
Tunísia,2001,0,0
Turquia,2001,0,0
Ucrânia,2001,0,0
Uruguai,2001,1668697,3122694
Não consta na tabela,2001,0,0
Não declarados,2001,0,0
Outros,2001,47256,201927
Africa do Sul,2002,32194,106317
Alemanha,2002,759712,829695
Argélia,2002,0,0
Arábia Saudita,2002,0,0
Argentina,2002,3867336,6894469
Armênia,2002,0,0
Austrália,2002,148916,446693
Áustria,2002,0,0
Bermudas,2002,0,0
Bélgica,2002,0,0
Bolívia,2002,0,0
Bósnia-Herzegovina,2002,0,0
Brasil,2002,0,0
Bulgária,2002,0,0
Canada,2002,0,0
Chile,2002,6200375,11626770
China,2002,0,0
"Coreia do Sul, República",2002,0,0
Croácia,2002,0,0
Emirados Árabes Unidos,2002,0,0
Eslovênia,2002,0,0
Eslováquia,2002,0,0
Espanha,2002,435422,1503384
Estados Unidos,2002,139693,357913
França,2002,2355088,6060888
Geórgia,2002,0,0
"Geórgia do Sul e Sandwich do Sul, Ilhas",2002,0,0
Grécia,2002,0,0
Hong Kong,2002,0,0
Hungria,2002,0,0
Indonesia,2002,0,0
Irlanda,2002,0,0
Israel,2002,0,0
Itália,2002,5878763,11408242
Japão,2002,0,0
Iugoslavia,2002,0,0
Líbano,2002,0,0
Luxemburgo,2002,0,0
Macedônia,2002,0,0
Marrocos,2002,0,0
México,2002,0,0
Moldávia,2002,0,0
Montenegro,2002,0,0
Noruega,2002,0,0
Nova Zelândia,2002,0,0
Paises Baixos (Holanda),2002,0,0
Panamá,2002,0,0
Peru,2002,0,0
Porto Rico,2002,0,0
Portugal,2002,3047860,8596328
Reino Unido,2002,0,0
Republica Dominicana,2002,0,0
Romênia,2002,0,0
Rússia,2002,0,0
San Marino,2002,0,0
Sérvia,2002,0,0
Síria,2002,0,0
Suíça,2002,0,0
"Tcheca, República",2002,0,0
Tunísia,2002,0,0
Turquia,2002,0,0
Ucrânia,2002,0,0
Uruguai,2002,1247891,2082552
Não consta na tabela,2002,0,0
Não declarados,2002,0,0
Outros,2002,64069,256700
Africa do Sul,2003,157239,305701
Alemanha,2003,573198,629664
Argélia,2003,0,0
Arábia Saudita,2003,0,0
Argentina,2003,5720024,9653634
Armênia,2003,0,0
Austrália,2003,126441,344316
Áustria,2003,0,0
Bermudas,2003,0,0
Bélgica,2003,0,0
Bolívia,2003,0,0
Bósnia-Herzegovina,2003,0,0
Brasil,2003,0,0
Bulgária,2003,0,0
Canada,2003,0,0
Chile,2003,7955549,16120955
China,2003,0,0
"Coreia do Sul, República",2003,0,0
Croácia,2003,0,0
Emirados Árabes Unidos,2003,0,0
Eslovênia,2003,0,0
Eslováquia,2003,0,0
Espanha,2003,410133,1721562
Estados Unidos,2003,173327,448844
França,2003,1958362,6093629
Geórgia,2003,0,0
"Geórgia do Sul e Sandwich do Sul, Ilhas",2003,0,0
Grécia,2003,0,0
Hong Kong,2003,0,0
Hungria,2003,13391,39649
Indonesia,2003,0,0
Irlanda,2003,0,0
Israel,2003,0,0
Itália,2003,5237027,10545425
Japão,2003,0,0
Iugoslavia,2003,0,0
Líbano,2003,1116,8013
Luxemburgo,2003,0,0
Macedônia,2003,0,0
Marrocos,2003,0,0
México,2003,0,0
Moldávia,2003,0,0
Montenegro,2003,0,0
Noruega,2003,0,0
Nova Zelândia,2003,21139,153081
Paises Baixos (Holanda),2003,0,0
Panamá,2003,0,0
Peru,2003,0,0
Porto Rico,2003,0,0
Portugal,2003,3344190,9649346
Reino Unido,2003,0,0
Republica Dominicana,2003,0,0
Romênia,2003,0,0
Rússia,2003,0,0
San Marino,2003,0,0
Sérvia,2003,0,0
Síria,2003,0,0
Suíça,2003,1900,3522
"Tcheca, República",2003,0,0
Tunísia,2003,0,0
Turquia,2003,0,0
Ucrânia,2003,0,0
Uruguai,2003,1096094,1630471
Não consta na tabela,2003,0,0
Não declarados,2003,0,0
Outros,2003,0,0
Africa do Sul,2004,303489,665101
Alemanha,2004,420075,550750
Argélia,2004,0,0
Arábia Saudita,2004,0,0
Argentina,2004,10202602,17142493
Armênia,2004,0,0
Austrália,2004,192539,561291
Áustria,2004,1170,24677
Bermudas,2004,0,0
Bélgica,2004,0,0
Bolívia,2004,0,0
Bósnia-Herzegovina,2004,0,0
Brasil,2004,2088,16212
Bulgária,2004,0,0
Canada,2004,0,0
Chile,2004,11134141,22521618
China,2004,0,0
"Coreia do Sul, República",2004,450,560
Croácia,2004,0,0
Emirados Árabes Unidos,2004,0,0
Eslovênia,2004,0,0
Eslováquia,2004,0,0
Espanha,2004,603666,2092080
Estados Unidos,2004,79531,255328
França,2004,2092261,6201807
Geórgia,2004,0,0
"Geórgia do Sul e Sandwich do Sul, Ilhas",2004,0,0
Grécia,2004,0,0
Hong Kong,2004,0,0
Hungria,2004,10967,26900
Indonesia,2004,0,0
Irlanda,2004,0,0
Israel,2004,0,0
Itália,2004,6190395,12223247
Japão,2004,0,0
Iugoslavia,2004,0,0
Líbano,2004,662,2726
Luxemburgo,2004,0,0
Macedônia,2004,0,0
Marrocos,2004,0,0
México,2004,0,0
Moldávia,2004,0,0
Montenegro,2004,0,0
Noruega,2004,0,0
Nova Zelândia,2004,11774,107273
Paises Baixos (Holanda),2004,0,0
Panamá,2004,0,0
Peru,2004,0,0
Porto Rico,2004,0,0
Portugal,2004,4151101,12084110
Reino Unido,2004,0,0
Republica Dominicana,2004,0,0
Romênia,2004,0,0
Rússia,2004,0,0
San Marino,2004,0,0
Sérvia,2004,0,0
Síria,2004,0,0
Suíça,2004,4658,5917
"Tcheca, República",2004,0,0
Tunísia,2004,0,0
Turquia,2004,0,0
Ucrânia,2004,0,0
Uruguai,2004,660522,1089054
Não consta na tabela,2004,0,0
Não declarados,2004,0,0
Outros,2004,0,0
Africa do Sul,2005,407413,775421
Alemanha,2005,253685,382599
Argélia,2005,0,0
Arábia Saudita,2005,0,0
Argentina,2005,10845213,21623751
Armênia,2005,0,0
Austrália,2005,324162,901226
Áustria,2005,1688,17321
Bermudas,2005,0,0
Bélgica,2005,0,0
Bolívia,2005,0,0
Bósnia-Herzegovina,2005,0,0
Brasil,2005,3007,20041
Bulgária,2005,0,0
Canada,2005,0,0
Chile,2005,11647128,25645333
China,2005,0,0
"Coreia do Sul, República",2005,0,0
Croácia,2005,0,0
Emirados Árabes Unidos,2005,0,0
Eslovênia,2005,0,0
Eslováquia,2005,0,0
Espanha,2005,508494,2504139
Estados Unidos,2005,53043,245198
França,2005,1671209,5783702
Geórgia,2005,0,0
"Geórgia do Sul e Sandwich do Sul, Ilhas",2005,0,0
Grécia,2005,0,0
Hong Kong,2005,0,0
Hungria,2005,10858,53615
Indonesia,2005,0,0
Irlanda,2005,0,0
Israel,2005,0,0
Itália,2005,6010760,11300501
Japão,2005,0,0
Iugoslavia,2005,0,0
Líbano,2005,1431,12774
Luxemburgo,2005,0,0
Macedônia,2005,0,0
Marrocos,2005,0,0
México,2005,0,0
Moldávia,2005,0,0
Montenegro,2005,0,0
Noruega,2005,0,0
Nova Zelândia,2005,31291,224441
Paises Baixos (Holanda),2005,0,0
Panamá,2005,0,0
Peru,2005,0,0
Porto Rico,2005,0,0
Portugal,2005,5182827,15007625
Reino Unido,2005,0,0
Republica Dominicana,2005,0,0
Romênia,2005,0,0
Rússia,2005,0,0
San Marino,2005,0,0
Sérvia,2005,0,0
Síria,2005,0,0
Suíça,2005,3841,9430
"Tcheca, República",2005,0,0
Tunísia,2005,0,0
Turquia,2005,0,0
Ucrânia,2005,0,0
Uruguai,2005,512973,924066
Não consta na tabela,2005,0,0
Não declarados,2005,0,0
Outros,2005,13970,63967
Africa do Sul,2006,358870,1164032
Alemanha,2006,314749,634870
Argélia,2006,0,0
Arábia Saudita,2006,0,0
Argentina,2006,11939727,25822840
Armênia,2006,0,0
Austrália,2006,254407,1059677
Áustria,2006,1351,8359
Bermudas,2006,0,0
Bélgica,2006,0,0
Bolívia,2006,0,0
Bósnia-Herzegovina,2006,0,0
Brasil,2006,2930,12527
Bulgária,2006,0,0
Canada,2006,0,0
Chile,2006,15194205,36681244
China,2006,22,496
"Coreia do Sul, República",2006,800,600
Croácia,2006,0,0
Emirados Árabes Unidos,2006,0,0
Eslovênia,2006,0,0
Eslováquia,2006,0,0
Espanha,2006,971869,4288963
Estados Unidos,2006,61283,355478
França,2006,2561966,10507604
Geórgia,2006,0,0
"Geórgia do Sul e Sandwich do Sul, Ilhas",2006,0,0
Grécia,2006,670,1450
Hong Kong,2006,0,0
Hungria,2006,10530,54542
Indonesia,2006,0,0
Irlanda,2006,0,0
Israel,2006,0,0
Itália,2006,7983641,17018760
Japão,2006,0,0
Iugoslavia,2006,0,0
Líbano,2006,5121,10605
Luxemburgo,2006,0,0
Macedônia,2006,0,0
Marrocos,2006,0,0
México,2006,0,0
Moldávia,2006,0,0
Montenegro,2006,0,0
Noruega,2006,0,0
Nova Zelândia,2006,31825,254987
Paises Baixos (Holanda),2006,0,0
Panamá,2006,0,0
Peru,2006,0,0
Porto Rico,2006,0,0
Portugal,2006,5936299,19063151
Reino Unido,2006,14909,56268
Republica Dominicana,2006,0,0
Romênia,2006,0,0
Rússia,2006,0,0
San Marino,2006,0,0
Sérvia,2006,0,0
Síria,2006,0,0
Suíça,2006,4222,6018
"Tcheca, República",2006,0,0
Tunísia,2006,0,0
Turquia,2006,0,0
Ucrânia,2006,0,0
Uruguai,2006,715474,1439538
Não consta na tabela,2006,0,0
Não declarados,2006,0,0
Outros,2006,0,0
Africa do Sul,2007,386425,1320244
Alemanha,2007,234006,647626
Argélia,2007,0,0
Arábia Saudita,2007,0,0
Argentina,2007,15621172,36160548
Armênia,2007,0,0
Austrália,2007,363611,1583361
Áustria,2007,1688,35247
Bermudas,2007,0,0
Bélgica,2007,0,0
Bolívia,2007,540,1348
Bósnia-Herzegovina,2007,0,0
Brasil,2007,3513,19633
Bulgária,2007,0,0
Canada,2007,0,0
Chile,2007,18845522,47680946
China,2007,459,4235
"Coreia do Sul, República",2007,0,0
Croácia,2007,0,0
Emirados Árabes Unidos,2007,0,0
Eslovênia,2007,0,0
Eslováquia,2007,0,0
Espanha,2007,862045,4506858
Estados Unidos,2007,79376,334204
França,2007,2737947,14721769
Geórgia,2007,0,0
"Geórgia do Sul e Sandwich do Sul, Ilhas",2007,0,0
Grécia,2007,18110,137867
Hong Kong,2007,0,0
Hungria,2007,14600,82552
Indonesia,2007,0,0
Irlanda,2007,0,0
Israel,2007,13250,27398
Itália,2007,9177932,22023175
Japão,2007,0,0
Iugoslavia,2007,0,0
Líbano,2007,6768,25265
Luxemburgo,2007,0,0
Macedônia,2007,0,0
Marrocos,2007,0,0
México,2007,0,0
Moldávia,2007,0,0
Montenegro,2007,0,0
Noruega,2007,0,0
Nova Zelândia,2007,47220,417276
Paises Baixos (Holanda),2007,0,0
Panamá,2007,0,0
Peru,2007,0,0
Porto Rico,2007,15658,14781
Portugal,2007,6805601,23945522
Reino Unido,2007,7056,67728
Republica Dominicana,2007,0,0
Romênia,2007,0,0
Rússia,2007,0,0
San Marino,2007,0,0
Sérvia,2007,0,0
Síria,2007,0,0
Suíça,2007,0,0
"Tcheca, República",2007,0,0
Tunísia,2007,0,0
Turquia,2007,0,0
Ucrânia,2007,0,0
Uruguai,2007,2387225,3131899
Não consta na tabela,2007,0,0
Não declarados,2007,0,0
Outros,2007,0,0
Africa do Sul,2008,315380,1151699
Alemanha,2008,293935,1063825
Argélia,2008,0,0
Arábia Saudita,2008,0,0
Argentina,2008,14417761,37382581
Armênia,2008,0,0
Austrália,2008,215135,1248671
Áustria,2008,11388,73348
Bermudas,2008,0,0
Bélgica,2008,0,0
Bolívia,2008,0,0
Bósnia-Herzegovina,2008,0,0
Brasil,2008,309,1769
Bulgária,2008,0,0
Canada,2008,396,30957
Chile,2008,18662626,50748373
China,2008,6858,32738
"Coreia do Sul, República",2008,0,0
Croácia,2008,0,0
Emirados Árabes Unidos,2008,0,0
Eslovênia,2008,0,0
Eslováquia,2008,0,0
Espanha,2008,990697,6036397
Estados Unidos,2008,65956,542331
França,2008,2466277,16275708
Geórgia,2008,0,0
"Geórgia do Sul e Sandwich do Sul, Ilhas",2008,0,0
Grécia,2008,11034,78819
Hong Kong,2008,0,0
Hungria,2008,15981,90021
Indonesia,2008,0,0
Irlanda,2008,0,0
Israel,2008,8694,41161
Itália,2008,9723292,24378627
Japão,2008,0,0
Iugoslavia,2008,0,0
Líbano,2008,10270,47054
Luxemburgo,2008,0,0
Macedônia,2008,0,0
Marrocos,2008,0,0
México,2008,0,0
Moldávia,2008,0,0
Montenegro,2008,0,0
Noruega,2008,0,0
Nova Zelândia,2008,58408,536625
Paises Baixos (Holanda),2008,0,0
Panamá,2008,0,0
Peru,2008,0,0
Porto Rico,2008,0,0
Portugal,2008,6213781,23826443
Reino Unido,2008,315,10257
Republica Dominicana,2008,0,0
Romênia,2008,0,0
Rússia,2008,0,0
San Marino,2008,0,0
Sérvia,2008,0,0
Síria,2008,0,0
Suíça,2008,1194,5359
"Tcheca, República",2008,0,0
Tunísia,2008,0,0
Turquia,2008,0,0
Ucrânia,2008,0,0
Uruguai,2008,920389,2089539
Não consta na tabela,2008,0,0
Não declarados,2008,0,0
Outros,2008,0,0
Africa do Sul,2009,493093,1931449
Alemanha,2009,56075,291876
Argélia,2009,0,0
Arábia Saudita,2009,0,0
Argentina,2009,13902750,38521731
Armênia,2009,0,0
Austrália,2009,270908,998680
Áustria,2009,1895,12073
Bermudas,2009,0,0
Bélgica,2009,0,0
Bolívia,2009,0,0
Bósnia-Herzegovina,2009,0,0
Brasil,2009,0,0
Bulgária,2009,0,0
Canada,2009,0,0
Chile,2009,22476643,61380795
China,2009,0,0
"Coreia do Sul, República",2009,0,0
Croácia,2009,0,0
Emirados Árabes Unidos,2009,0,0
Eslovênia,2009,0,0
Eslováquia,2009,0,0
Espanha,2009,1119540,6224187
Estados Unidos,2009,85393,702825
França,2009,2372448,16893114
Geórgia,2009,0,0
"Geórgia do Sul e Sandwich do Sul, Ilhas",2009,0,0
Grécia,2009,52474,190076
Hong Kong,2009,0,0
Hungria,2009,12632,87626
Indonesia,2009,0,0
Irlanda,2009,0,0
Israel,2009,8924,36534
Itália,2009,8387908,23079424
Japão,2009,0,0
Iugoslavia,2009,0,0
Líbano,2009,5310,34971
Luxemburgo,2009,0,0
Macedônia,2009,0,0
Marrocos,2009,0,0
México,2009,0,0
Moldávia,2009,0,0
Montenegro,2009,0,0
Noruega,2009,0,0
Nova Zelândia,2009,30806,302244
Paises Baixos (Holanda),2009,0,0
Panamá,2009,0,0
Peru,2009,0,0
Porto Rico,2009,0,0
Portugal,2009,5884719,23688318
Reino Unido,2009,10236,53375
Republica Dominicana,2009,0,0
Romênia,2009,0,0
Rússia,2009,0,0
San Marino,2009,0,0
Sérvia,2009,0,0
Síria,2009,0,0
Suíça,2009,4860,13129
"Tcheca, República",2009,0,0
Tunísia,2009,0,0
Turquia,2009,0,0
Ucrânia,2009,0,0
Uruguai,2009,750343,1953390
Não consta na tabela,2009,0,0
Não declarados,2009,0,0
Outros,2009,0,0
Africa do Sul,2010,966276,3600658
Alemanha,2010,192661,784674
Argélia,2010,0,0
Arábia Saudita,2010,0,0
Argentina,2010,16965266,52126581
Armênia,2010,0,0
Austrália,2010,405271,1864846
Áustria,2010,2329,30075
Bermudas,2010,0,0
Bélgica,2010,0,0
Bolívia,2010,0,0
Bósnia-Herzegovina,2010,0,0
Brasil,2010,7,232
Bulgária,2010,20997,94727
Canada,2010,0,0
Chile,2010,26434744,72983389
China,2010,0,0
"Coreia do Sul, República",2010,0,0
Croácia,2010,0,0
Emirados Árabes Unidos,2010,0,0
Eslovênia,2010,0,0
Eslováquia,2010,0,0
Espanha,2010,1622100,8698824
Estados Unidos,2010,194774,1344921
França,2010,2799118,18778566
Geórgia,2010,0,0
"Geórgia do Sul e Sandwich do Sul, Ilhas",2010,0,0
Grécia,2010,42449,196361
Hong Kong,2010,0,0
Hungria,2010,15193,160961
Indonesia,2010,0,0
Irlanda,2010,0,0
Israel,2010,15782,93252
Itália,2010,11911190,28683242
Japão,2010,0,0
Iugoslavia,2010,0,0
Líbano,2010,15741,123283
Luxemburgo,2010,0,0
Macedônia,2010,0,0
Marrocos,2010,0,0
México,2010,7004,63663
Moldávia,2010,0,0
Montenegro,2010,0,0
Noruega,2010,0,0
Nova Zelândia,2010,102683,947043
Paises Baixos (Holanda),2010,0,0
Panamá,2010,0,0
Peru,2010,33,252
Porto Rico,2010,0,0
Portugal,2010,7801759,29299792
Reino Unido,2010,621,22292
Republica Dominicana,2010,0,0
Romênia,2010,0,0
Rússia,2010,0,0
San Marino,2010,0,0
Sérvia,2010,0,0
Síria,2010,0,0
Suíça,2010,2483,8010
"Tcheca, República",2010,0,0
Tunísia,2010,0,0
Turquia,2010,0,0
Ucrânia,2010,0,0
Uruguai,2010,1219387,3175051
Não consta na tabela,2010,0,0
Não declarados,2010,0,0
Outros,2010,0,0
Africa do Sul,2011,507509,2136394
Alemanha,2011,198025,933545
Argélia,2011,0,0
Arábia Saudita,2011,0,0
Argentina,2011,16673491,58806736
Armênia,2011,0,0
Austrália,2011,824440,2811273
Áustria,2011,6357,56227
Bermudas,2011,0,0
Bélgica,2011,0,0
Bolívia,2011,0,0
Bósnia-Herzegovina,2011,0,0
Brasil,2011,93,1164
Bulgária,2011,1097,2527
Canada,2011,2322,35032
Chile,2011,26642889,84952500
China,2011,0,0
"Coreia do Sul, República",2011,0,0
Croácia,2011,450,12388
Emirados Árabes Unidos,2011,0,0
Eslovênia,2011,3600,62602
Eslováquia,2011,0,0
Espanha,2011,1999970,11175636
Estados Unidos,2011,369806,1756901
França,2011,3329437,22917012
Geórgia,2011,0,0
"Geórgia do Sul e Sandwich do Sul, Ilhas",2011,0,0
Grécia,2011,82207,414329
Hong Kong,2011,0,0
Hungria,2011,15073,256240
Indonesia,2011,0,0
Irlanda,2011,0,0
Israel,2011,16382,68676
Itália,2011,12025827,35481781
Japão,2011,0,0
Iugoslavia,2011,0,0
Líbano,2011,17685,137954
Luxemburgo,2011,0,0
Macedônia,2011,0,0
Marrocos,2011,0,0
México,2011,0,0
Moldávia,2011,0,0
Montenegro,2011,0,0
Noruega,2011,0,0
Nova Zelândia,2011,151194,1267863
Paises Baixos (Holanda),2011,0,0
Panamá,2011,0,0
Peru,2011,0,0
Porto Rico,2011,0,0
Portugal,2011,8556375,35247223
Reino Unido,2011,270,6021
Republica Dominicana,2011,0,0
Romênia,2011,0,0
Rússia,2011,0,0
San Marino,2011,0,0
Sérvia,2011,0,0
Síria,2011,0,0
Suíça,2011,0,0
"Tcheca, República",2011,0,0
Tunísia,2011,16420,37492
Turquia,2011,0,0
Ucrânia,2011,0,0
Uruguai,2011,1264306,3481552
Não consta na tabela,2011,0,0
Não declarados,2011,0,0
Outros,2011,0,0
Africa do Sul,2012,722327,3041449
Alemanha,2012,113243,591167
Argélia,2012,0,0
Arábia Saudita,2012,0,0
Argentina,2012,14613839,55633562
Armênia,2012,0,0
Austrália,2012,615334,2474783
Áustria,2012,8098,85116
Bermudas,2012,0,0
Bélgica,2012,0,0
Bolívia,2012,0,0
Bósnia-Herzegovina,2012,0,0
Brasil,2012,1051,15016
Bulgária,2012,0,0
Canada,2012,0,0
Chile,2012,30258795,93315735
China,2012,0,0
"Coreia do Sul, República",2012,0,0
Croácia,2012,630,16571
Emirados Árabes Unidos,2012,0,0
Eslovênia,2012,433,1223
Eslováquia,2012,0,0
Espanha,2012,2540209,11724946
Estados Unidos,2012,379329,1995929
França,2012,3181440,21636175
Geórgia,2012,0,0
"Geórgia do Sul e Sandwich do Sul, Ilhas",2012,0,0
Grécia,2012,68966,323206
Hong Kong,2012,0,0
Hungria,2012,10404,168862
Indonesia,2012,0,0
Irlanda,2012,0,0
Israel,2012,8439,47579
Itália,2012,10506144,30750897
Japão,2012,0,0
Iugoslavia,2012,0,0
Líbano,2012,5805,47826
Luxemburgo,2012,0,0
Macedônia,2012,0,0
Marrocos,2012,450,3851
México,2012,0,0
Moldávia,2012,0,0
Montenegro,2012,0,0
Noruega,2012,0,0
Nova Zelândia,2012,81611,790355
Paises Baixos (Holanda),2012,0,0
Panamá,2012,0,0
Peru,2012,0,0
Porto Rico,2012,0,0
Portugal,2012,9714940,36190898
Reino Unido,2012,406,26466
Republica Dominicana,2012,0,0
Romênia,2012,33750,85321
Rússia,2012,0,0
San Marino,2012,0,0
Sérvia,2012,0,0
Síria,2012,0,0
Suíça,2012,0,0
"Tcheca, República",2012,0,0
Tunísia,2012,19913,42918
Turquia,2012,0,0
Ucrânia,2012,0,0
Uruguai,2012,1323884,3735892
Não consta na tabela,2012,0,0
Não declarados,2012,0,0
Outros,2012,0,0
Africa do Sul,2013,475331,1985184
Alemanha,2013,114866,414070
Argélia,2013,0,0
Arábia Saudita,2013,0,0
Argentina,2013,12732815,49524694
Armênia,2013,0,0
Austrália,2013,553190,1703815
Áustria,2013,56849,227204
Bermudas,2013,0,0
Bélgica,2013,0,0
Bolívia,2013,0,0
Bósnia-Herzegovina,2013,0,0
Brasil,2013,473,5747
Bulgária,2013,5947,21988
Canada,2013,0,0
Chile,2013,28288212,90281256
China,2013,0,0
"Coreia do Sul, República",2013,0,0
Croácia,2013,0,0
Emirados Árabes Unidos,2013,0,0
Eslovênia,2013,2192,25307
Eslováquia,2013,0,0
Espanha,2013,2772104,13570874
Estados Unidos,2013,518888,2817086
França,2013,3265362,23336291
Geórgia,2013,33750,134202
"Geórgia do Sul e Sandwich do Sul, Ilhas",2013,0,0
Grécia,2013,13241,71175
Hong Kong,2013,0,0
Hungria,2013,10911,140198
Indonesia,2013,0,0
Irlanda,2013,0,0
Israel,2013,24622,97645
Itália,2013,8308831,30799292
Japão,2013,0,0
Iugoslavia,2013,0,0
Líbano,2013,6588,75810
Luxemburgo,2013,0,0
Macedônia,2013,0,0
Marrocos,2013,0,0
México,2013,0,0
Moldávia,2013,0,0
Montenegro,2013,0,0
Noruega,2013,0,0
Nova Zelândia,2013,90728,840521
Paises Baixos (Holanda),2013,0,0
Panamá,2013,0,0
Peru,2013,0,0
Porto Rico,2013,0,0
Portugal,2013,9299080,35729522
Reino Unido,2013,127,2789
Republica Dominicana,2013,0,0
Romênia,2013,0,0
Rússia,2013,0,0
San Marino,2013,0,0
Sérvia,2013,0,0
Síria,2013,0,0
Suíça,2013,0,0
"Tcheca, República",2013,0,0
Tunísia,2013,8000,20892
Turquia,2013,0,0
Ucrânia,2013,0,0
Uruguai,2013,1372329,3740613
Não consta na tabela,2013,0,0
Não declarados,2013,0,0
Outros,2013,0,0
Africa do Sul,2014,722715,3033932
Alemanha,2014,115804,483316
Argélia,2014,0,0
Arábia Saudita,2014,0,0
Argentina,2014,13437321,53815956
Armênia,2014,0,0
Austrália,2014,236742,1008851
Áustria,2014,2770,32116
Bermudas,2014,0,0
Bélgica,2014,0,0
Bolívia,2014,0,0
Bósnia-Herzegovina,2014,0,0
Brasil,2014,449,6011
Bulgária,2014,15019,46857
Canada,2014,1530,25958
Chile,2014,35479279,113375484
China,2014,0,0
"Coreia do Sul, República",2014,0,0
Croácia,2014,0,0
Emirados Árabes Unidos,2014,35,1138
Eslovênia,2014,4190,23377
Eslováquia,2014,0,0
Espanha,2014,2760797,12797753
Estados Unidos,2014,788773,4171731
França,2014,3592782,27480375
Geórgia,2014,0,0
"Geórgia do Sul e Sandwich do Sul, Ilhas",2014,0,0
Grécia,2014,24244,107195
Hong Kong,2014,0,0
Hungria,2014,18733,114610
Indonesia,2014,0,0
Irlanda,2014,0,0
Israel,2014,7734,40372
Itália,2014,8566756,31697736
Japão,2014,0,0
Iugoslavia,2014,0,0
Líbano,2014,47610,270145
Luxemburgo,2014,0,0
Macedônia,2014,252,497
Marrocos,2014,0,0
México,2014,0,0
Moldávia,2014,0,0
Montenegro,2014,0,0
Noruega,2014,0,0
Nova Zelândia,2014,106251,843533
Paises Baixos (Holanda),2014,0,0
Panamá,2014,0,0
Peru,2014,3201,7906
Porto Rico,2014,0,0
Portugal,2014,9735153,37071142
Reino Unido,2014,315,9410
Republica Dominicana,2014,0,0
Romênia,2014,4163,5629
Rússia,2014,0,0
San Marino,2014,0,0
Sérvia,2014,0,0
Síria,2014,0,0
Suíça,2014,0,0
"Tcheca, República",2014,0,0
Tunísia,2014,0,0
Turquia,2014,0,0
Ucrânia,2014,0,0
Uruguai,2014,1237537,3782282
Não consta na tabela,2014,0,0
Não declarados,2014,0,0
Outros,2014,0,0
Africa do Sul,2015,743335,2996543
Alemanha,2015,95171,358275
Argélia,2015,0,0
Arábia Saudita,2015,0,0
Argentina,2015,12465041,48043201
Armênia,2015,0,0
Austrália,2015,395030,1261810
Áustria,2015,360,3891
Bermudas,2015,0,0
Bélgica,2015,0,0
Bolívia,2015,0,0
Bósnia-Herzegovina,2015,0,0
Brasil,2015,1359,12919
Bulgária,2015,17244,51678
Canada,2015,0,0
Chile,2015,36686870,107684380
China,2015,0,0
"Coreia do Sul, República",2015,0,0
Croácia,2015,2069,3779
Emirados Árabes Unidos,2015,529,10093
Eslovênia,2015,4640,24190
Eslováquia,2015,0,0
Espanha,2015,3024533,11396855
Estados Unidos,2015,775131,3848755
França,2015,3617130,19353291
Geórgia,2015,0,0
