country,year,liters,value,name
Estados Unidos,1997,511333,1122364,United States
França,1997,3388528,8771794,France
Geórgia,1997,0,0,Georgia
Grécia,1997,0,0,Greece
Hungria,1997,0,0,Hungary
Indonesia,1997,0,0,
Irlanda,1997,0,0,Ireland
Israel,1997,0,0,Israel
Itália,1997,5203832,11182645,Italy
Japão,1997,0,0,Japan
Iugoslavia,1997,0,0,
Líbano,1997,0,0,Lebanon
Luxemburgo,1997,0,0,Luxembourg
Macedônia,1997,0,0,Macedonia
Marrocos,1997,0,0,Morocco
México,1997,0,0,Mexico
Montenegro,1997,0,0,Montenegro
Noruega,1997,0,0,Norway
Nova Zelândia,1997,0,0,New Zealand
Paises Baixos (Holanda),1997,0,0,
Panamá,1997,0,0,Panama
Peru,1997,0,0,Peru
Porto Rico,1997,0,0,Puerto Rico
Portugal,1997,5421763,12467340,Portugal
Reino Unido,1997,0,0,United Kingdom
Republica Dominicana,1997,0,0,
Romênia,1997,0,0,Romania
Rússia,1997,0,0,Russia
Síria,1997,0,0,Syria
Suíça,1997,0,0,Switzerland
Tunísia,1997,0,0,Tunisia
Turquia,1997,0,0,Turkey
Ucrânia,1997,0,0,Ukraine
Uruguai,1997,89117,209952,Uruguay
Não consta na tabela,1997,0,0,
Não declarados,1997,0,0,
Outros,1997,186470,548733,
Africa do Sul,1998,0,0,South Africa
Alemanha,1998,3014081,4834030,Germany
Argélia,1998,0,0,Algeria
Arábia Saudita,1998,0,0,Saudi Arabia
Argentina,1998,1295190,3073775,Argentina
Austrália,1998,0,0,Australia
Áustria,1998,8926,59378,Austria
Bélgica,1998,9363,40899,Belgium
Bolívia,1998,0,0,Bolivia
Brasil,1998,0,0,Brazil
Bulgária,1998,0,0,Bulgaria
Canada,1998,0,0,
Chile,1998,3203054,6005098,Chile
China,1998,0,0,China
"Coreia do Sul, República",1998,0,0,
Croácia,1998,0,0,Croatia
Emirados Árabes Unidos,1998,0,0,United Arab Emirates
Eslovênia,1998,0,0,Slovenia
Eslováquia,1998,0,0,Slovakia
Espanha,1998,370580,1328280,Spain
Estados Unidos,1998,381199,885162,United States
França,1998,3853865,12027414,France
Geórgia,1998,0,0,Georgia
Grécia,1998,0,0,Greece
Hungria,1998,0,0,Hungary
Indonesia,1998,0,0,
Irlanda,1998,0,0,Ireland
Israel,1998,0,0,Israel
Itália,1998,5481659,12837955,Italy
Japão,1998,0,0,Japan
Iugoslavia,1998,0,0,
Líbano,1998,0,0,Lebanon
Luxemburgo,1998,0,0,Luxembourg
Macedônia,1998,0,0,Macedonia
Marrocos,1998,0,0,Morocco
México,1998,0,0,Mexico
Montenegro,1998,0,0,Montenegro
Noruega,1998,0,0,Norway
Nova Zelândia,1998,0,0,New Zealand
Paises Baixos (Holanda),1998,0,0,
Panamá,1998,0,0,Panama
Peru,1998,0,0,Peru
Porto Rico,1998,0,0,Puerto Rico
Portugal,1998,4656474,12314487,Portugal
Reino Unido,1998,0,0,United Kingdom
Republica Dominicana,1998,0,0,
Romênia,1998,0,0,Romania
Rússia,1998,0,0,Russia
Síria,1998,0,0,Syria
Suíça,1998,0,0,Switzerland
Tunísia,1998,0,0,Tunisia
Turquia,1998,0,0,Turkey
Ucrânia,1998,0,0,Ukraine
Uruguai,1998,277989,525654,Uruguay
Não consta na tabela,1998,0,0,
Não declarados,1998,0,0,
Outros,1998,187919,480461,
Africa do Sul,1999,0,0,South Africa
Alemanha,1999,2576557,4539354,Germany
Argélia,1999,0,0,Algeria
Arábia Saudita,1999,0,0,Saudi Arabia
Argentina,1999,2475780,5284871,Argentina
Austrália,1999,0,0,Australia
Áustria,1999,83930,661104,Austria
Bélgica,1999,5550,23433,Belgium
Bolívia,1999,0,0,Bolivia
Brasil,1999,0,0,Brazil
Bulgária,1999,0,0,Bulgaria
Canada,1999,0,0,
Chile,1999,4312887,8756515,Chile
China,1999,0,0,China
"Coreia do Sul, República",1999,0,0,
Croácia,1999,0,0,Croatia
Emirados Árabes Unidos,1999,0,0,United Arab Emirates
Eslovênia,1999,0,0,Slovenia
Eslováquia,1999,0,0,Slovakia
Espanha,1999,396453,1906389,Spain
Estados Unidos,1999,674683,992353,United States
França,1999,3529422,10122865,France
Geórgia,1999,0,0,Georgia
Grécia,1999,0,0,Greece
Hungria,1999,0,0,Hungary
Indonesia,1999,0,0,
Irlanda,1999,0,0,Ireland
Israel,1999,0,0,Israel
Itália,1999,6187860,14604418,Italy
Japão,1999,0,0,Japan
Iugoslavia,1999,0,0,
Líbano,1999,0,0,Lebanon
Luxemburgo,1999,0,0,Luxembourg
Macedônia,1999,0,0,Macedonia
Marrocos,1999,0,0,Morocco
México,1999,0,0,Mexico
Montenegro,1999,0,0,Montenegro
Noruega,1999,0,0,Norway
Nova Zelândia,1999,0,0,New Zealand
Paises Baixos (Holanda),1999,0,0,
Panamá,1999,0,0,Panama
Peru,1999,0,0,Peru
Porto Rico,1999,0,0,Puerto Rico
Portugal,1999,4408133,12406498,Portugal
Reino Unido,1999,0,0,United Kingdom
Republica Dominicana,1999,0,0,
Romênia,1999,0,0,Romania
Rússia,1999,0,0,Russia
Síria,1999,0,0,Syria
Suíça,1999,0,0,Switzerland
Tunísia,1999,0,0,Tunisia
Turquia,1999,0,0,Turkey
Ucrânia,1999,0,0,Ukraine
Uruguai,1999,1712036,2756398,Uruguay
Não consta na tabela,1999,0,0,
Não declarados,1999,0,0,
Outros,1999,49646,230829,
Africa do Sul,2000,0,0,South Africa
Alemanha,2000,1164724,1668539,Germany
Argélia,2000,0,0,Algeria
Arábia Saudita,2000,0,0,Saudi Arabia
Argentina,2000,2724941,6556544,Argentina
Austrália,2000,130097,446892,Australia
Áustria,2000,0,0,Austria
Bélgica,2000,0,0,Belgium
Bolívia,2000,0,0,Bolivia
Brasil,2000,0,0,Brazil
Bulgária,2000,0,0,Bulgaria
Canada,2000,0,0,
Chile,2000,5559322,12096840,Chile
China,2000,0,0,China
"Coreia do Sul, República",2000,0,0,
Croácia,2000,0,0,Croatia
Emirados Árabes Unidos,2000,0,0,United Arab Emirates
Eslovênia,2000,0,0,Slovenia
Eslováquia,2000,0,0,Slovakia
Espanha,2000,531425,1699237,Spain
Estados Unidos,2000,426442,899698,United States
França,2000,3431635,8467949,France
Geórgia,2000,0,0,Georgia
Grécia,2000,0,0,Greece
Hungria,2000,0,0,Hungary
Indonesia,2000,0,0,
Irlanda,2000,0,0,Ireland
Israel,2000,0,0,Israel
Itália,2000,8261193,16364713,Italy
Japão,2000,0,0,Japan
Iugoslavia,2000,0,0,
Líbano,2000,0,0,Lebanon
Luxemburgo,2000,0,0,Luxembourg
Macedônia,2000,0,0,Macedonia
Marrocos,2000,0,0,Morocco
México,2000,0,0,Mexico
Montenegro,2000,0,0,Montenegro
Noruega,2000,0,0,Norway
Nova Zelândia,2000,0,0,New Zealand
Paises Baixos (Holanda),2000,0,0,
Panamá,2000,0,0,Panama
Peru,2000,0,0,Peru
Porto Rico,2000,0,0,Puerto Rico
Portugal,2000,5011051,13191073,Portugal
Reino Unido,2000,0,0,United Kingdom
Republica Dominicana,2000,0,0,
Romênia,2000,0,0,Romania
Rússia,2000,0,0,Russia
Síria,2000,0,0,Syria
Suíça,2000,0,0,Switzerland
Tunísia,2000,0,0,Tunisia
Turquia,2000,0,0,Turkey
Ucrânia,2000,0,0,Ukraine
Uruguai,2000,1961733,3616134,Uruguay
Não consta na tabela,2000,0,0,
Não declarados,2000,0,0,
Outros,2000,73451,295205,
Africa do Sul,2001,42661,99201,South Africa
Alemanha,2001,909077,1169872,Germany
Argélia,2001,0,0,Algeria
Arábia Saudita,2001,0,0,Saudi Arabia
Argentina,2001,2585537,6196286,Argentina
Austrália,2001,179310,636740,Australia
Áustria,2001,770,0,Austria
Bélgica,2001,0,0,Belgium
Bolívia,2001,0,0,Bolivia
Brasil,2001,0,0,Brazil
Bulgária,2001,0,0,Bulgaria
Canada,2001,0,0,
Chile,2001,5160203,11122691,Chile
China,2001,0,0,China
"Coreia do Sul, República",2001,0,0,
Croácia,2001,0,0,Croatia
Emirados Árabes Unidos,2001,0,0,United Arab Emirates
Eslovênia,2001,0,0,Slovenia
Eslováquia,2001,0,0,Slovakia
Espanha,2001,624644,2360928,Spain
Estados Unidos,2001,374590,1036201,United States
França,2001,3118460,7968430,France
Geórgia,2001,0,0,Georgia
Grécia,2001,0,0,Greece
Hungria,2001,0,0,Hungary
Indonesia,2001,0,0,
Irlanda,2001,0,0,Ireland
Israel,2001,0,0,Israel
Itália,2001,8113437,15592191,Italy
Japão,2001,0,0,Japan
Iugoslavia,2001,0,0,
Líbano,2001,0,0,Lebanon
Luxemburgo,2001,0,0,Luxembourg
Macedônia,2001,0,0,Macedonia
Marrocos,2001,0,0,Morocco
México,2001,0,0,Mexico
Montenegro,2001,0,0,Montenegro
Noruega,2001,0,0,Norway
Nova Zelândia,2001,0,0,New Zealand
Paises Baixos (Holanda),2001,0,0,
Panamá,2001,0,0,Panama
Peru,2001,0,0,Peru
Porto Rico,2001,0,0,Puerto Rico
Portugal,2001,5225372,13988909,Portugal
Reino Unido,2001,0,0,United Kingdom
Republica Dominicana,2001,0,0,
Romênia,2001,0,0,Romania
Rússia,2001,0,0,Russia
Síria,2001,0,0,Syria
Suíça,2001,0,0,Switzerland
Tunísia,2001,0,0,Tunisia
Turquia,2001,0,0,Turkey
Ucrânia,2001,0,0,Ukraine
Uruguai,2001,1668697,3122694,Uruguay
Não consta na tabela,2001,0,0,
Não declarados,2001,0,0,
Outros,2001,47256,201927,
Africa do Sul,2002,32194,106317,South Africa
Alemanha,2002,759712,829695,Germany
Argélia,2002,0,0,Algeria
Arábia Saudita,2002,0,0,Saudi Arabia
Argentina,2002,3867336,6894469,Argentina
Austrália,2002,148916,446693,Australia
Áustria,2002,0,0,Austria
Bélgica,2002,0,0,Belgium
Bolívia,2002,0,0,Bolivia
Brasil,2002,0,0,Brazil
Bulgária,2002,0,0,Bulgaria
Canada,2002,0,0,
Chile,2002,6200375,11626770,Chile
China,2002,0,0,China
"Coreia do Sul, República",2002,0,0,
Croácia,2002,0,0,Croatia
Emirados Árabes Unidos,2002,0,0,United Arab Emirates
Eslovênia,2002,0,0,Slovenia
Eslováquia,2002,0,0,Slovakia
Espanha,2002,435422,1503384,Spain
Estados Unidos,2002,139693,357913,United States
França,2002,2355088,6060888,France
Geórgia,2002,0,0,Georgia
Grécia,2002,0,0,Greece
Hungria,2002,0,0,Hungary
Indonesia,2002,0,0,
Irlanda,2002,0,0,Ireland
Israel,2002,0,0,Israel
Itália,2002,5878763,11408242,Italy
Japão,2002,0,0,Japan
Iugoslavia,2002,0,0,
Líbano,2002,0,0,Lebanon
Luxemburgo,2002,0,0,Luxembourg
Macedônia,2002,0,0,Macedonia
Marrocos,2002,0,0,Morocco
México,2002,0,0,Mexico
Montenegro,2002,0,0,Montenegro
Noruega,2002,0,0,Norway
Nova Zelândia,2002,0,0,New Zealand
Paises Baixos (Holanda),2002,0,0,
Panamá,2002,0,0,Panama
Peru,2002,0,0,Peru
Porto Rico,2002,0,0,Puerto Rico
Portugal,2002,3047860,8596328,Portugal
Reino Unido,2002,0,0,United Kingdom
Republica Dominicana,2002,0,0,
Romênia,2002,0,0,Romania
Rússia,2002,0,0,Russia
Síria,2002,0,0,Syria
Suíça,2002,0,0,Switzerland
Tunísia,2002,0,0,Tunisia
Turquia,2002,0,0,Turkey
Ucrânia,2002,0,0,Ukraine
Uruguai,2002,1247891,2082552,Uruguay
Não consta na tabela,2002,0,0,
Não declarados,2002,0,0,
Outros,2002,64069,256700,
Africa do Sul,2003,157239,305701,South Africa
Alemanha,2003,573198,629664,Germany
Argélia,2003,0,0,Algeria
Arábia Saudita,2003,0,0,Saudi Arabia
Argentina,2003,5720024,9653634,Argentina
Austrália,2003,126441,344316,Australia
Áustria,2003,0,0,Austria
Bélgica,2003,0,0,Belgium
Bolívia,2003,0,0,Bolivia
Brasil,2003,0,0,Brazil
Bulgária,2003,0,0,Bulgaria
Canada,2003,0,0,
Chile,2003,7955549,16120955,Chile
China,2003,0,0,China
"Coreia do Sul, República",2003,0,0,
Croácia,2003,0,0,Croatia
Emirados Árabes Unidos,2003,0,0,United Arab Emirates
Eslovênia,2003,0,0,Slovenia
Eslováquia,2003,0,0,Slovakia
Espanha,2003,410133,1721562,Spain
Estados Unidos,2003,173327,448844,United States
França,2003,1958362,6093629,France
Geórgia,2003,0,0,Georgia
Grécia,2003,0,0,Greece
Hungria,2003,13391,39649,Hungary
Indonesia,2003,0,0,
Irlanda,2003,0,0,Ireland
Israel,2003,0,0,Israel
Itália,2003,5237027,10545425,Italy
Japão,2003,0,0,Japan
Iugoslavia,2003,0,0,
Líbano,2003,1116,8013,Lebanon
Luxemburgo,2003,0,0,Luxembourg
Macedônia,2003,0,0,Macedonia
Marrocos,2003,0,0,Morocco
México,2003,0,0,Mexico
Montenegro,2003,0,0,Montenegro
Noruega,2003,0,0,Norway
Nova Zelândia,2003,21139,153081,New Zealand
Paises Baixos (Holanda),2003,0,0,
Panamá,2003,0,0,Panama
Peru,2003,0,0,Peru
Porto Rico,2003,0,0,Puerto Rico
Portugal,2003,3344190,9649346,Portugal
Reino Unido,2003,0,0,United Kingdom
Republica Dominicana,2003,0,0,
Romênia,2003,0,0,Romania
Rússia,2003,0,0,Russia
Síria,2003,0,0,Syria
Suíça,2003,1900,3522,Switzerland
Tunísia,2003,0,0,Tunisia
Turquia,2003,0,0,Turkey
Ucrânia,2003,0,0,Ukraine
Uruguai,2003,1096094,1630471,Uruguay
Não consta na tabela,2003,0,0,
Não declarados,2003,0,0,
Outros,2003,0,0,
Africa do Sul,2004,303489,665101,South Africa
Alemanha,2004,420075,550750,Germany
Argélia,2004,0,0,Algeria
Arábia Saudita,2004,0,0,Saudi Arabia
Argentina,2004,10202602,17142493,Argentina
Austrália,2004,192539,561291,Australia
Áustria,2004,1170,24677,Austria
Bélgica,2004,0,0,Belgium
Bolívia,2004,0,0,Bolivia
Brasil,2004,2088,16212,Brazil
Bulgária,2004,0,0,Bulgaria
Canada,2004,0,0,
Chile,2004,11134141,22521618,Chile
China,2004,0,0,China
"Coreia do Sul, República",2004,450,560,
Croácia,2004,0,0,Croatia
Emirados Árabes Unidos,2004,0,0,United Arab Emirates
Eslovênia,2004,0,0,Slovenia
Eslováquia,2004,0,0,Slovakia
Espanha,2004,603666,2092080,Spain
Estados Unidos,2004,79531,255328,United States
França,2004,2092261,6201807,France
Geórgia,2004,0,0,Georgia
Grécia,2004,0,0,Greece
Hungria,2004,10967,26900,Hungary
Indonesia,2004,0,0,
Irlanda,2004,0,0,Ireland
Israel,2004,0,0,Israel
Itália,2004,6190395,12223247,Italy
Japão,2004,0,0,Japan
Iugoslavia,2004,0,0,
Líbano,2004,662,2726,Lebanon
Luxemburgo,2004,0,0,Luxembourg
Macedônia,2004,0,0,Macedonia
Marrocos,2004,0,0,Morocco
México,2004,0,0,Mexico
Montenegro,2004,0,0,Montenegro
Noruega,2004,0,0,Norway
Nova Zelândia,2004,11774,107273,New Zealand
Paises Baixos (Holanda),2004,0,0,
Panamá,2004,0,0,Panama
Peru,2004,0,0,Peru
Porto Rico,2004,0,0,Puerto Rico
Portugal,2004,4151101,12084110,Portugal
Reino Unido,2004,0,0,United Kingdom
Republica Dominicana,2004,0,0,
Romênia,2004,0,0,Romania
Rússia,2004,0,0,Russia
Síria,2004,0,0,Syria
Suíça,2004,4658,5917,Switzerland
Tunísia,2004,0,0,Tunisia
Turquia,2004,0,0,Turkey
Ucrânia,2004,0,0,Ukraine
Uruguai,2004,660522,1089054,Uruguay
Não consta na tabela,2004,0,0,
Não declarados,2004,0,0,
Outros,2004,0,0,
Africa do Sul,2005,407413,775421,South Africa
Alemanha,2005,253685,382599,Germany
Argélia,2005,0,0,Algeria
Arábia Saudita,2005,0,0,Saudi Arabia
Argentina,2005,10845213,21623751,Argentina
Austrália,2005,324162,901226,Australia
Áustria,2005,1688,17321,Austria
Bélgica,2005,0,0,Belgium
Bolívia,2005,0,0,Bolivia
Brasil,2005,3007,20041,Brazil
Bulgária,2005,0,0,Bulgaria
Canada,2005,0,0,
Chile,2005,11647128,25645333,Chile
China,2005,0,0,China
"Coreia do Sul, República",2005,0,0,
Croácia,2005,0,0,Croatia
Emirados Árabes Unidos,2005,0,0,United Arab Emirates
Eslovênia,2005,0,0,Slovenia
Eslováquia,2005,0,0,Slovakia
Espanha,2005,508494,2504139,Spain
Estados Unidos,2005,53043,245198,United States
França,2005,1671209,5783702,France
Geórgia,2005,0,0,Georgia
Grécia,2005,0,0,Greece
Hungria,2005,10858,53615,Hungary
Indonesia,2005,0,0,
Irlanda,2005,0,0,Ireland
Israel,2005,0,0,Israel
Itália,2005,6010760,11300501,Italy
Japão,2005,0,0,Japan
Iugoslavia,2005,0,0,
Líbano,2005,1431,12774,Lebanon
Luxemburgo,2005,0,0,Luxembourg
Macedônia,2005,0,0,Macedonia
Marrocos,2005,0,0,Morocco
México,2005,0,0,Mexico
Montenegro,2005,0,0,Montenegro
Noruega,2005,0,0,Norway
Nova Zelândia,2005,31291,224441,New Zealand
Paises Baixos (Holanda),2005,0,0,
Panamá,2005,0,0,Panama
Peru,2005,0,0,Peru
Porto Rico,2005,0,0,Puerto Rico
Portugal,2005,5182827,15007625,Portugal
Reino Unido,2005,0,0,United Kingdom
Republica Dominicana,2005,0,0,
Romênia,2005,0,0,Romania
Rússia,2005,0,0,Russia
Síria,2005,0,0,Syria
Suíça,2005,3841,9430,Switzerland
Tunísia,2005,0,0,Tunisia
Turquia,2005,0,0,Turkey
Ucrânia,2005,0,0,Ukraine
Uruguai,2005,512973,924066,Uruguay
Não consta na tabela,2005,0,0,
Não declarados,2005,0,0,
Outros,2005,13970,63967,
Africa do Sul,2006,358870,1164032,South Africa
Alemanha,2006,314749,634870,Germany
Argélia,2006,0,0,Algeria
Arábia Saudita,2006,0,0,Saudi Arabia
Argentina,2006,11939727,25822840,Argentina
Austrália,2006,254407,1059677,Australia
Áustria,2006,1351,8359,Austria
Bélgica,2006,0,0,Belgium
Bolívia,2006,0,0,Bolivia
Brasil,2006,2930,12527,Brazil
Bulgária,2006,0,0,Bulgaria
Canada,2006,0,0,
Chile,2006,15194205,36681244,Chile
China,2006,22,496,China
"Coreia do Sul, República",2006,800,600,
Croácia,2006,0,0,Croatia
Emirados Árabes Unidos,2006,0,0,United Arab Emirates
Eslovênia,2006,0,0,Slovenia
Eslováquia,2006,0,0,Slovakia
Espanha,2006,971869,4288963,Spain
Estados Unidos,2006,61283,355478,United States
França,2006,2561966,10507604,France
Geórgia,2006,0,0,Georgia
Grécia,2006,670,1450,Greece
Hungria,2006,10530,54542,Hungary
Indonesia,2006,0,0,
Irlanda,2006,0,0,Ireland
Israel,2006,0,0,Israel
Itália,2006,7983641,17018760,Italy
Japão,2006,0,0,Japan
Iugoslavia,2006,0,0,
Líbano,2006,5121,10605,Lebanon
Luxemburgo,2006,0,0,Luxembourg
Macedônia,2006,0,0,Macedonia
Marrocos,2006,0,0,Morocco
México,2006,0,0,Mexico
Montenegro,2006,0,0,Montenegro
Noruega,2006,0,0,Norway
Nova Zelândia,2006,31825,254987,New Zealand
Paises Baixos (Holanda),2006,0,0,
Panamá,2006,0,0,Panama
Peru,2006,0,0,Peru
Porto Rico,2006,0,0,Puerto Rico
Portugal,2006,5936299,19063151,Portugal
Reino Unido,2006,14909,56268,United Kingdom
Republica Dominicana,2006,0,0,
Romênia,2006,0,0,Romania
Rússia,2006,0,0,Russia
Síria,2006,0,0,Syria
Suíça,2006,4222,6018,Switzerland
Tunísia,2006,0,0,Tunisia
Turquia,2006,0,0,Turkey
Ucrânia,2006,0,0,Ukraine
Uruguai,2006,715474,1439538,Uruguay
Não consta na tabela,2006,0,0,
Não declarados,2006,0,0,
Outros,2006,0,0,
Africa do Sul,2007,386425,1320244,South Africa
Alemanha,2007,234006,647626,Germany
Argélia,2007,0,0,Algeria
Arábia Saudita,2007,0,0,Saudi Arabia
Argentina,2007,15621172,36160548,Argentina
Austrália,2007,363611,1583361,Australia
Áustria,2007,1688,35247,Austria
Bélgica,2007,0,0,Belgium
Bolívia,2007,540,1348,Bolivia
Brasil,2007,3513,19633,Brazil
Bulgária,2007,0,0,Bulgaria
Canada,2007,0,0,
Chile,2007,18845522,47680946,Chile
China,2007,459,4235,China
"Coreia do Sul, República",2007,0,0,
Croácia,2007,0,0,Croatia
Emirados Árabes Unidos,2007,0,0,United Arab Emirates
Eslovênia,2007,0,0,Slovenia
Eslováquia,2007,0,0,Slovakia
Espanha,2007,862045,4506858,Spain
Estados Unidos,2007,79376,334204,United States
França,2007,2737947,14721769,France
Geórgia,2007,0,0,Georgia
Grécia,2007,18110,137867,Greece
Hungria,2007,14600,82552,Hungary
Indonesia,2007,0,0,
Irlanda,2007,0,0,Ireland
Israel,2007,13250,27398,Israel
Itália,2007,9177932,22023175,Italy
Japão,2007,0,0,Japan
Iugoslavia,2007,0,0,
Líbano,2007,6768,25265,Lebanon
Luxemburgo,2007,0,0,Luxembourg
Macedônia,2007,0,0,Macedonia
Marrocos,2007,0,0,Morocco
México,2007,0,0,Mexico
Montenegro,2007,0,0,Montenegro
Noruega,2007,0,0,Norway
Nova Zelândia,2007,47220,417276,New Zealand
Paises Baixos (Holanda),2007,0,0,
Panamá,2007,0,0,Panama
Peru,2007,0,0,Peru
Porto Rico,2007,15658,14781,Puerto Rico
Portugal,2007,6805601,23945522,Portugal
Reino Unido,2007,7056,67728,United Kingdom
Republica Dominicana,2007,0,0,
Romênia,2007,0,0,Romania
Rússia,2007,0,0,Russia
Síria,2007,0,0,Syria
Suíça,2007,0,0,Switzerland
Tunísia,2007,0,0,Tunisia
Turquia,2007,0,0,Turkey
Ucrânia,2007,0,0,Ukraine
Uruguai,2007,2387225,3131899,Uruguay
Não consta na tabela,2007,0,0,
Não declarados,2007,0,0,
Outros,2007,0,0,
Africa do Sul,2008,315380,1151699,South Africa
Alemanha,2008,293935,1063825,Germany
Argélia,2008,0,0,Algeria
Arábia Saudita,2008,0,0,Saudi Arabia
Argentina,2008,14417761,37382581,Argentina
Austrália,2008,215135,1248671,Australia
Áustria,2008,11388,73348,Austria
Bélgica,2008,0,0,Belgium
Bolívia,2008,0,0,Bolivia
Brasil,2008,309,1769,Brazil
Bulgária,2008,0,0,Bulgaria
Canada,2008,396,30957,
Chile,2008,18662626,50748373,Chile
China,2008,6858,32738,China
"Coreia do Sul, República",2008,0,0,
Croácia,2008,0,0,Croatia
Emirados Árabes Unidos,2008,0,0,United Arab Emirates
Eslovênia,2008,0,0,Slovenia
Eslováquia,2008,0,0,Slovakia
Espanha,2008,990697,6036397,Spain
Estados Unidos,2008,65956,542331,United States
França,2008,2466277,16275708,France
Geórgia,2008,0,0,Georgia
Grécia,2008,11034,78819,Greece
Hungria,2008,15981,90021,Hungary
Indonesia,2008,0,0,
Irlanda,2008,0,0,Ireland
Israel,2008,8694,41161,Israel
Itália,2008,9723292,24378627,Italy
Japão,2008,0,0,Japan
Iugoslavia,2008,0,0,
Líbano,2008,10270,47054,Lebanon
Luxemburgo,2008,0,0,Luxembourg
Macedônia,2008,0,0,Macedonia
Marrocos,2008,0,0,Morocco
México,2008,0,0,Mexico
Montenegro,2008,0,0,Montenegro
Noruega,2008,0,0,Norway
Nova Zelândia,2008,58408,536625,New Zealand
Paises Baixos (Holanda),2008,0,0,
Panamá,2008,0,0,Panama
Peru,2008,0,0,Peru
Porto Rico,2008,0,0,Puerto Rico
Portugal,2008,6213781,23826443,Portugal
Reino Unido,2008,315,10257,United Kingdom
Republica Dominicana,2008,0,0,
Romênia,2008,0,0,Romania
Rússia,2008,0,0,Russia
Síria,2008,0,0,Syria
Suíça,2008,1194,5359,Switzerland
Tunísia,2008,0,0,Tunisia
Turquia,2008,0,0,Turkey
Ucrânia,2008,0,0,Ukraine
Uruguai,2008,920389,2089539,Uruguay
Não consta na tabela,2008,0,0,
Não declarados,2008,0,0,
Outros,2008,0,0,
Africa do Sul,2009,493093,1931449,South Africa
Alemanha,2009,56075,291876,Germany
Argélia,2009,0,0,Algeria
Arábia Saudita,2009,0,0,Saudi Arabia
Argentina,2009,13902750,38521731,Argentina
Austrália,2009,270908,998680,Australia
Áustria,2009,1895,12073,Austria
Bélgica,2009,0,0,Belgium
Bolívia,2009,0,0,Bolivia
Brasil,2009,0,0,Brazil
Bulgária,2009,0,0,Bulgaria
Canada,2009,0,0,
Chile,2009,22476643,61380795,Chile
China,2009,0,0,China
"Coreia do Sul, República",2009,0,0,
Croácia,2009,0,0,Croatia
Emirados Árabes Unidos,2009,0,0,United Arab Emirates
Eslovênia,2009,0,0,Slovenia
Eslováquia,2009,0,0,Slovakia
Espanha,2009,1119540,6224187,Spain
Estados Unidos,2009,85393,702825,United States
França,2009,2372448,16893114,France
Geórgia,2009,0,0,Georgia
Grécia,2009,52474,190076,Greece
Hungria,2009,12632,87626,Hungary
Indonesia,2009,0,0,
Irlanda,2009,0,0,Ireland
Israel,2009,8924,36534,Israel
Itália,2009,8387908,23079424,Italy
Japão,2009,0,0,Japan
Iugoslavia,2009,0,0,
Líbano,2009,5310,34971,Lebanon
Luxemburgo,2009,0,0,Luxembourg
Macedônia,2009,0,0,Macedonia
Marrocos,2009,0,0,Morocco
México,2009,0,0,Mexico
Montenegro,2009,0,0,Montenegro
Noruega,2009,0,0,Norway
Nova Zelândia,2009,30806,302244,New Zealand
Paises Baixos (Holanda),2009,0,0,
Panamá,2009,0,0,Panama
Peru,2009,0,0,Peru
Porto Rico,2009,0,0,Puerto Rico
Portugal,2009,5884719,23688318,Portugal
Reino Unido,2009,10236,53375,United Kingdom
Republica Dominicana,2009,0,0,
Romênia,2009,0,0,Romania
Rússia,2009,0,0,Russia
Síria,2009,0,0,Syria
Suíça,2009,4860,13129,Switzerland
Tunísia,2009,0,0,Tunisia
Turquia,2009,0,0,Turkey
Ucrânia,2009,0,0,Ukraine
Uruguai,2009,750343,1953390,Uruguay
Não consta na tabela,2009,0,0,
Não declarados,2009,0,0,
Outros,2009,0,0,
Africa do Sul,2010,966276,3600658,South Africa
Alemanha,2010,192661,784674,Germany
Argélia,2010,0,0,Algeria
Arábia Saudita,2010,0,0,Saudi Arabia
Argentina,2010,16965266,52126581,Argentina
Austrália,2010,405271,1864846,Australia
Áustria,2010,2329,30075,Austria
Bélgica,2010,0,0,Belgium
Bolívia,2010,0,0,Bolivia
Brasil,2010,7,232,Brazil
Bulgária,2010,20997,94727,Bulgaria
Canada,2010,0,0,
Chile,2010,26434744,72983389,Chile
China,2010,0,0,China
"Coreia do Sul, República",2010,0,0,
Croácia,2010,0,0,Croatia
Emirados Árabes Unidos,2010,0,0,United Arab Emirates
Eslovênia,2010,0,0,Slovenia
Eslováquia,2010,0,0,Slovakia
Espanha,2010,1622100,8698824,Spain
Estados Unidos,2010,194774,1344921,United States
França,2010,2799118,18778566,France
Geórgia,2010,0,0,Georgia
Grécia,2010,42449,196361,Greece
Hungria,2010,15193,160961,Hungary
Indonesia,2010,0,0,
Irlanda,2010,0,0,Ireland
Israel,2010,15782,93252,Israel
Itália,2010,11911190,28683242,Italy
Japão,2010,0,0,Japan
Iugoslavia,2010,0,0,
Líbano,2010,15741,123283,Lebanon
Luxemburgo,2010,0,0,Luxembourg
Macedônia,2010,0,0,Macedonia
Marrocos,2010,0,0,Morocco
México,2010,7004,63663,Mexico
Montenegro,2010,0,0,Montenegro
Noruega,2010,0,0,Norway
Nova Zelândia,2010,102683,947043,New Zealand
Paises Baixos (Holanda),2010,0,0,
Panamá,2010,0,0,Panama
Peru,2010,33,252,Peru
Porto Rico,2010,0,0,Puerto Rico
Portugal,2010,7801759,29299792,Portugal
Reino Unido,2010,621,22292,United Kingdom
